method	algorithm	distance	feature_selection	k	stretch	delta_auc	p_val	cox_anova_pval	cox_anova_chisq	cluster.size	noisen	diameter	average.distance	median.distance	average.between	average.within	within.cluster.ss	clus.avg.silwidths	avg_sil	dunn	dunn2	entropy	wb.ratio	cluster_size_min	cluster_size_max	all_equal	cluster_qual	rank
hc_maximum_7	hc	maximum	dip_test	7	40	0.15	1.01e-02	NA	NA	1391, 34, 2, 1, 6, 2, 1	0	1.11, 0.89, 0.76, NA, 0.7, 0.69, NA	0.7, 0.59, 0.76, NaN, 0.61, 0.69, NaN	0.71, 0.57, 0.76, NA, 0.63, 0.69, NA	0.69	0.7	357.6	-0.07, -0.01, -0.21, 0, 0.04, -0.22, 0	-0.07	0.29	0.74	0.17	1.01	NA	NA	0e+00	34.93	235
pam_spearman_3	pam	spearman	dip_test	3	12	0.33	4.91e-15	NA	NA	455, 521, 461	0	0.98, 1.05, 1.04	0.63, 0.69, 0.64	0.64, 0.69, 0.64	0.72	0.66	317.25	0.08, -0.02, 0.12	0.06	0.13	1	1.1	0.91	NA	NA	6.2e-02	34.74	236
hc_canberra_17	hc	canberra	dip_test	17	42	0.01	1e+00	NA	NA	1380, 5, 1, 1, 1, 3, 1, 5, 9, 21, 1, 1, 1, 2, 1, 1, 3	0	1.11, 0.79, NA, NA, NA, 0.65, NA, 0.72, 0.86, 0.82, NA, NA, NA, 0.57, NA, NA, 0.62	0.69, 0.69, NaN, NaN, NaN, 0.64, NaN, 0.65, 0.7, 0.63, NaN, NaN, NaN, 0.57, NaN, NaN, 0.56	0.7, 0.69, NA, NA, NA, 0.64, NA, 0.67, 0.7, 0.64, NA, NA, NA, 0.57, NA, NA, 0.6	0.8	0.69	347.26	0.01, 0.08, 0, 0, 0, 0.07, 0, 0.01, 0.07, 0.01, 0, 0, 0, 0.18, 0, 0, 0.11	0.03	0.32	0.98	0.25	0.87	NA	NA	0e+00	34.65	237
hc_euclidean_16	hc	euclidean	dip_test	16	45	0.04	9.94e-01	NA	NA	1, 1368, 36, 3, 7, 2, 1, 1, 2, 4, 2, 1, 1, 4, 2, 2	0	NA, 1.11, 0.69, 0.55, 0.63, 0.57, NA, NA, 0.53, 0.63, 0.49, NA, NA, 0.73, 0.55, 0.52	NaN, 0.7, 0.54, 0.54, 0.54, 0.57, NaN, NaN, 0.53, 0.57, 0.49, NaN, NaN, 0.6, 0.55, 0.52	NA, 0.7, 0.54, 0.54, 0.54, 0.57, NA, NA, 0.53, 0.56, 0.49, NA, NA, 0.6, 0.55, 0.52	0.72	0.69	350.48	0, -0.09, 0.08, 0.08, 0.02, 0.06, 0, 0, 0.08, 0.09, 0.16, 0, 0, 0.06, 0.13, 0.16	0.05	0.32	0.81	0.28	0.96	NA	NA	0e+00	34.48	238
hc_minkowski_16	hc	minkowski	dip_test	16	45	0.04	9.94e-01	NA	NA	1, 1368, 36, 3, 7, 2, 1, 1, 2, 4, 2, 1, 1, 4, 2, 2	0	NA, 1.11, 0.69, 0.55, 0.63, 0.57, NA, NA, 0.53, 0.63, 0.49, NA, NA, 0.73, 0.55, 0.52	NaN, 0.7, 0.54, 0.54, 0.54, 0.57, NaN, NaN, 0.53, 0.57, 0.49, NaN, NaN, 0.6, 0.55, 0.52	NA, 0.7, 0.54, 0.54, 0.54, 0.57, NA, NA, 0.53, 0.56, 0.49, NA, NA, 0.6, 0.55, 0.52	0.72	0.69	350.48	0, -0.09, 0.08, 0.08, 0.02, 0.06, 0, 0, 0.08, 0.09, 0.16, 0, 0, 0.06, 0.13, 0.16	0.05	0.32	0.81	0.28	0.96	NA	NA	0e+00	34.48	238
hc_maximum_12	hc	maximum	dip_test	12	49	0.03	8.13e-01	NA	NA	1318, 32, 48, 4, 5, 5, 1, 6, 10, 2, 5, 1	0	1.11, 0.89, 0.87, 0.71, 0.82, 0.76, NA, 0.7, 0.84, 0.69, 0.7, NA	0.7, 0.6, 0.61, 0.65, 0.71, 0.66, NaN, 0.61, 0.66, 0.69, 0.55, NaN	0.71, 0.6, 0.61, 0.66, 0.72, 0.67, NA, 0.63, 0.67, 0.69, 0.5, NA	0.71	0.69	351.03	-0.08, -0.08, -0.03, -0.09, -0.04, -0.12, 0, 0.03, -0.06, -0.21, 0, 0	-0.06	0.26	0.79	0.43	0.98	NA	NA	0e+00	34.3	240
hc_canberra_12	hc	canberra	dip_test	12	38	0.02	1e+00	NA	NA	1380, 6, 2, 1, 2, 3, 26, 9, 1, 4, 2, 1	0	1.11, 0.86, 0.7, NA, 0.71, 0.65, 0.89, 0.86, NA, 0.75, 0.57, NA	0.69, 0.72, 0.7, NaN, 0.71, 0.64, 0.65, 0.7, NaN, 0.62, 0.57, NaN	0.7, 0.71, 0.7, NA, 0.71, 0.64, 0.66, 0.7, NA, 0.61, 0.57, NA	0.8	0.69	348.88	0.03, 0.08, 0.04, 0, 0.08, 0.11, 0.01, 0.11, 0, 0.09, 0.22, 0	0.06	0.32	0.98	0.24	0.87	NA	NA	0e+00	34.18	241
hc_maximum_13	hc	maximum	dip_test	13	48	0.04	8.13e-01	NA	NA	1324, 7, 48, 4, 5, 2, 1, 22, 6, 10, 2, 5, 1	0	1.11, 0.61, 0.87, 0.71, 0.82, 0.76, NA, 0.81, 0.7, 0.84, 0.69, 0.7, NA	0.7, 0.54, 0.61, 0.65, 0.71, 0.76, NaN, 0.58, 0.61, 0.66, 0.69, 0.55, NaN	0.71, 0.54, 0.61, 0.66, 0.72, 0.76, NA, 0.56, 0.63, 0.67, 0.69, 0.5, NA	0.71	0.69	350.64	-0.08, -0.02, -0.06, -0.09, -0.05, -0.25, 0, -0.04, 0.01, -0.07, -0.22, -0.01, 0	-0.07	0.26	0.69	0.42	0.98	NA	NA	0e+00	33.83	242
hc_pearson_14	hc	pearson	dip_test	14	19	0.27	1.11e-01	NA	NA	1398, 2, 4, 3, 1, 12, 3, 4, 1, 2, 1, 4, 1, 1	0	1.11, 0.71, 0.71, 0.72, NA, 0.84, 0.79, 0.75, NA, 0.71, NA, 0.75, NA, NA	0.7, 0.71, 0.6, 0.69, NaN, 0.65, 0.66, 0.67, NaN, 0.71, NaN, 0.62, NaN, NaN	0.7, 0.71, 0.57, 0.71, NA, 0.64, 0.63, 0.66, NA, 0.71, NA, 0.61, NA, NA	0.81	0.7	350.92	0.02, 0.14, 0.2, 0.1, 0, 0.11, 0.15, 0.04, 0, 0.04, 0, 0.18, 0, 0	0.07	0.41	1.07	0.19	0.86	NA	NA	0e+00	33.53	243
pam_pearson_4	pam	pearson	dip_test	4	7	0.13	3.66e-02	NA	NA	473, 316, 405, 243	0	1.01, 1, 1.01, 1.06	0.64, 0.65, 0.62, 0.67	0.64, 0.65, 0.62, 0.67	0.73	0.64	300.97	0.06, 0.05, 0.08, 0.02	0.05	0.2	1.02	1.36	0.88	NA	NA	3.06e-18	33.33	244
hc_maximum_16	hc	maximum	dip_test	16	45	0.05	6.99e-01	NA	NA	1304, 7, 45, 4, 15, 8, 4, 1, 22, 6, 9, 3, 2, 5, 1, 1	0	1.11, 0.61, 0.87, 0.71, 0.78, 0.87, 0.81, NA, 0.81, 0.7, 0.84, 0.72, 0.69, 0.7, NA, NA	0.7, 0.54, 0.61, 0.65, 0.63, 0.73, 0.69, NaN, 0.58, 0.61, 0.66, 0.66, 0.69, 0.55, NaN, NaN	0.71, 0.54, 0.6, 0.66, 0.63, 0.74, 0.72, NA, 0.56, 0.63, 0.67, 0.65, 0.69, 0.5, NA, NA	0.71	0.69	349.49	-0.12, -0.03, -0.08, -0.12, -0.12, -0.12, -0.16, 0, -0.05, -0.01, -0.12, -0.27, -0.22, -0.03, 0, 0	-0.09	0.26	0.72	0.51	0.98	NA	NA	0e+00	33.32	245
pam_euclidean_3	pam	euclidean	dip_test	3	16	0.28	3.21e-09	NA	NA	343, 701, 393	0	0.93, 1.11, 0.97	0.6, 0.7, 0.66	0.6, 0.7, 0.66	0.72	0.67	325.33	0.1, 0.03, -0.01	0.04	0.25	0.95	1.05	0.93	NA	NA	8.32e-35	33.26	246
pam_minkowski_3	pam	minkowski	dip_test	3	16	0.28	3.21e-09	NA	NA	343, 701, 393	0	0.93, 1.11, 0.97	0.6, 0.7, 0.66	0.6, 0.7, 0.66	0.72	0.67	325.33	0.1, 0.03, -0.01	0.04	0.25	0.95	1.05	0.93	NA	NA	8.32e-35	33.26	246
hc_canberra_16	hc	canberra	dip_test	16	34	0.11	8.13e-01	NA	NA	1379, 6, 1, 1, 1, 3, 1, 5, 9, 22, 1, 1, 2, 1, 1, 3	0	1.11, 0.86, NA, NA, NA, 0.65, NA, 0.72, 0.86, 0.83, NA, NA, 0.57, NA, NA, 0.62	0.69, 0.72, NaN, NaN, NaN, 0.64, NaN, 0.65, 0.7, 0.63, NaN, NaN, 0.57, NaN, NaN, 0.56	0.7, 0.71, NA, NA, NA, 0.64, NA, 0.67, 0.7, 0.64, NA, NA, 0.57, NA, NA, 0.6	0.8	0.69	347.51	0.02, 0.06, 0, 0, 0, 0.07, 0, 0.01, 0.1, 0, 0, 0, 0.18, 0, 0, 0.11	0.03	0.32	0.95	0.25	0.87	NA	NA	0e+00	32.35	248
hc_canberra_15	hc	canberra	dip_test	15	36	0.01	1e+00	NA	NA	1379, 6, 1, 1, 2, 3, 5, 9, 22, 1, 1, 2, 1, 1, 3	0	1.11, 0.86, NA, NA, 0.71, 0.65, 0.72, 0.86, 0.83, NA, NA, 0.57, NA, NA, 0.62	0.69, 0.72, NaN, NaN, 0.71, 0.64, 0.65, 0.7, 0.63, NaN, NaN, 0.57, NaN, NaN, 0.56	0.7, 0.71, NA, NA, 0.71, 0.64, 0.67, 0.7, 0.64, NA, NA, 0.57, NA, NA, 0.6	0.8	0.69	347.76	0.02, 0.07, 0, 0, 0.08, 0.07, 0.01, 0.1, 0, 0, 0, 0.22, 0, 0, 0.11	0.05	0.32	0.95	0.25	0.87	NA	NA	0e+00	32.22	249
pam_pearson_3	pam	pearson	dip_test	3	5	0.29	1.55e-14	NA	NA	464, 622, 351	0	1.01, 1.05, 1	0.64, 0.65, 0.67	0.64, 0.65, 0.67	0.73	0.65	311.81	0.06, 0.11, 0.02	0.06	0.23	1.02	1.07	0.89	NA	NA	1.59e-17	32.19	250
hc_canberra_13	hc	canberra	dip_test	13	34	0.05	1e+00	NA	NA	1380, 6, 2, 1, 2, 3, 26, 9, 1, 1, 2, 1, 3	0	1.11, 0.86, 0.7, NA, 0.71, 0.65, 0.89, 0.86, NA, NA, 0.57, NA, 0.62	0.69, 0.72, 0.7, NaN, 0.71, 0.64, 0.65, 0.7, NaN, NaN, 0.57, NaN, 0.56	0.7, 0.71, 0.7, NA, 0.71, 0.64, 0.66, 0.7, NA, NA, 0.57, NA, 0.6	0.8	0.69	348.61	0.03, 0.08, 0.04, 0, 0.08, 0.09, 0, 0.11, 0, 0, 0.22, 0, 0.11	0.06	0.32	0.95	0.24	0.87	NA	NA	0e+00	31.96	251
hc_pearson_13	hc	pearson	dip_test	13	22	0.25	3.67e-01	NA	NA	1401, 2, 3, 1, 12, 4, 4, 1, 2, 1, 4, 1, 1	0	1.11, 0.71, 0.72, NA, 0.84, 0.79, 0.78, NA, 0.64, NA, 0.75, NA, NA	0.7, 0.71, 0.69, NaN, 0.65, 0.7, 0.7, NaN, 0.64, NaN, 0.62, NaN, NaN	0.7, 0.71, 0.71, NA, 0.64, 0.72, 0.7, NA, 0.64, NA, 0.61, NA, NA	0.81	0.7	351.54	0.03, 0.15, 0.1, 0, 0.13, 0.08, 0.02, 0, 0.1, 0, 0.15, 0, 0	0.06	0.41	1.02	0.17	0.85	NA	NA	0e+00	31.85	252
pam_maximum_4	pam	maximum	dip_test	4	29	0.2	3.21e-09	NA	NA	991, 144, 179, 123	0	1.11, 1.06, 0.96, 1	0.7, 0.74, 0.62, 0.68	0.7, 0.75, 0.63, 0.69	0.71	0.69	349.07	-0.04, -0.03, 0.06, 0	0	0.21	0.92	0.96	0.97	NA	NA	7.36e-322	31.46	253
hc_canberra_14	hc	canberra	dip_test	14	32	0.07	9.67e-01	NA	NA	1381, 5, 1, 1, 2, 3, 25, 10, 1, 1, 2, 1, 1, 3	0	1.11, 0.79, NA, NA, 0.71, 0.65, 0.89, 0.86, NA, NA, 0.57, NA, NA, 0.62	0.69, 0.69, NaN, NaN, 0.71, 0.64, 0.64, 0.71, NaN, NaN, 0.57, NaN, NaN, 0.56	0.7, 0.69, NA, NA, 0.71, 0.64, 0.65, 0.72, NA, NA, 0.57, NA, NA, 0.6	0.8	0.69	348.5	0.02, 0.11, 0, 0, 0.08, 0.08, -0.01, 0.08, 0, 0, 0.22, 0, 0, 0.11	0.05	0.32	0.96	0.24	0.87	NA	NA	0e+00	30.47	254
hc_binary_13	hc	binary	dip_test	13	30	0.09	9.67e-01	NA	NA	1392, 5, 1, 1, 2, 3, 3, 22, 1, 1, 2, 1, 3	0	1.11, 0.79, NA, NA, 0.71, 0.65, 0.72, 0.87, NA, NA, 0.57, NA, 0.62	0.7, 0.69, NaN, NaN, 0.71, 0.64, 0.68, 0.63, NaN, NaN, 0.57, NaN, 0.56	0.7, 0.69, NA, NA, 0.71, 0.64, 0.68, 0.64, NA, NA, 0.57, NA, 0.6	0.8	0.69	350.38	0.03, 0.12, 0, 0, 0.07, 0.08, -0.02, 0.02, 0, 0, 0.2, 0, 0.14	0.05	0.32	0.97	0.2	0.87	NA	NA	0e+00	29.06	255
pam_maximum_17	pam	maximum	dip_test	17	37	0.01	1e+00	NA	NA	105, 24, 116, 609, 50, 35, 50, 54, 147, 41, 64, 58, 39, 9, 14, 3, 19	0	0.94, 1.02, 0.9, 1.11, 0.91, 0.96, 1.02, 1.03, 0.98, 1.03, 0.96, 0.99, 0.92, 0.85, 0.85, 0.86, 0.84	0.64, 0.73, 0.58, 0.7, 0.62, 0.63, 0.73, 0.69, 0.67, 0.73, 0.66, 0.69, 0.65, 0.67, 0.62, 0.77, 0.62	0.65, 0.74, 0.58, 0.71, 0.63, 0.64, 0.74, 0.7, 0.67, 0.73, 0.67, 0.69, 0.65, 0.69, 0.62, 0.81, 0.62	0.7	0.68	332.65	-0.03, -0.08, 0.04, -0.09, -0.05, 0.04, -0.09, -0.06, -0.04, -0.04, -0.06, -0.04, -0.01, -0.04, 0.03, -0.13, -0.02	-0.04	0.2	0.8	2.12	0.96	NA	NA	0e+00	27.93	256
pam_maximum_16	pam	maximum	dip_test	16	37	0.01	9.94e-01	NA	NA	101, 19, 117, 581, 50, 35, 56, 55, 146, 41, 35, 62, 58, 52, 15, 14	0	0.94, 1.02, 0.9, 1.11, 0.91, 0.96, 1.02, 1.03, 0.98, 1.03, 0.95, 0.94, 0.99, 0.93, 0.84, 0.85	0.64, 0.74, 0.59, 0.7, 0.62, 0.63, 0.73, 0.69, 0.67, 0.73, 0.69, 0.66, 0.69, 0.65, 0.6, 0.62	0.64, 0.76, 0.58, 0.71, 0.63, 0.64, 0.73, 0.7, 0.68, 0.73, 0.7, 0.66, 0.69, 0.66, 0.61, 0.62	0.7	0.68	333.07	-0.03, -0.07, 0.04, -0.09, -0.05, 0.04, -0.09, -0.06, -0.05, -0.03, -0.06, -0.06, -0.04, -0.01, -0.01, 0.03	-0.03	0.2	0.83	2.18	0.96	NA	NA	0e+00	27.92	257
hc_binary_14	hc	binary	dip_test	14	28	0.09	9.67e-01	NA	NA	1391, 5, 1, 1, 2, 3, 3, 22, 1, 1, 1, 2, 1, 3	0	1.11, 0.79, NA, NA, 0.71, 0.65, 0.72, 0.87, NA, NA, NA, 0.57, NA, 0.62	0.7, 0.69, NaN, NaN, 0.71, 0.64, 0.68, 0.63, NaN, NaN, NaN, 0.57, NaN, 0.56	0.7, 0.69, NA, NA, 0.71, 0.64, 0.68, 0.64, NA, NA, NA, 0.57, NA, 0.6	0.8	0.69	349.88	0.03, 0.09, 0, 0, 0.07, 0.08, -0.02, 0.02, 0, 0, 0, 0.2, 0, 0.14	0.04	0.32	0.97	0.2	0.87	NA	NA	0e+00	27.1	258
hc_binary_15	hc	binary	dip_test	15	25	0.1	9.06e-01	NA	NA	1381, 5, 1, 1, 2, 3, 3, 11, 21, 1, 1, 2, 1, 1, 3	0	1.11, 0.79, NA, NA, 0.71, 0.65, 0.72, 0.91, 0.87, NA, NA, 0.57, NA, NA, 0.62	0.69, 0.69, NaN, NaN, 0.71, 0.64, 0.68, 0.72, 0.63, NaN, NaN, 0.57, NaN, NaN, 0.56	0.7, 0.69, NA, NA, 0.71, 0.64, 0.68, 0.73, 0.63, NA, NA, 0.57, NA, NA, 0.6	0.8	0.69	348.13	0.03, 0.11, 0, 0, 0.07, 0.07, -0.06, 0.06, 0.01, 0, 0, 0.2, 0, 0, 0.14	0.04	0.32	0.9	0.24	0.87	NA	NA	0e+00	26.17	259
hc_binary_16	hc	binary	dip_test	16	24	0.05	1e+00	NA	NA	1381, 5, 1, 1, 2, 3, 3, 10, 20, 1, 1, 1, 2, 2, 1, 3	0	1.11, 0.79, NA, NA, 0.71, 0.65, 0.72, 0.91, 0.82, NA, NA, NA, 0.69, 0.57, NA, 0.62	0.69, 0.69, NaN, NaN, 0.71, 0.64, 0.68, 0.71, 0.62, NaN, NaN, NaN, 0.69, 0.57, NaN, 0.56	0.7, 0.69, NA, NA, 0.71, 0.64, 0.68, 0.71, 0.62, NA, NA, NA, 0.69, 0.57, NA, 0.6	0.8	0.69	347.68	0.02, 0.09, 0, 0, 0.07, 0.07, -0.02, 0.04, 0.03, 0, 0, 0, 0.01, 0.2, 0, 0.12	0.04	0.32	0.97	0.25	0.87	NA	NA	0e+00	24.15	260
pam_maximum_15	pam	maximum	dip_test	15	30	0.02	9.67e-01	NA	NA	53, 14, 165, 613, 51, 35, 67, 60, 146, 41, 79, 63, 41, 2, 7	0	0.94, 1.02, 0.99, 1.11, 0.91, 0.96, 1.02, 1.03, 0.98, 1.03, 0.97, 0.99, 0.93, 0.9, 0.77	0.65, 0.76, 0.6, 0.7, 0.62, 0.63, 0.72, 0.69, 0.66, 0.73, 0.67, 0.68, 0.65, 0.9, 0.61	0.67, 0.77, 0.6, 0.71, 0.63, 0.64, 0.72, 0.7, 0.67, 0.73, 0.68, 0.68, 0.65, 0.9, 0.61	0.71	0.68	335.07	-0.04, -0.1, 0.01, -0.08, -0.03, 0.06, -0.08, -0.06, -0.02, -0.03, -0.06, -0.05, -0.03, -0.19, 0.02	-0.05	0.2	0.69	2.03	0.96	NA	NA	0e+00	23.86	261
hc_binary_17	hc	binary	dip_test	17	24	0.01	1e+00	NA	NA	1380, 5, 1, 1, 2, 3, 3, 9, 1, 21, 1, 1, 1, 2, 2, 1, 3	0	1.11, 0.79, NA, NA, 0.71, 0.65, 0.72, 0.91, NA, 0.82, NA, NA, NA, 0.69, 0.57, NA, 0.62	0.69, 0.69, NaN, NaN, 0.71, 0.64, 0.68, 0.69, NaN, 0.61, NaN, NaN, NaN, 0.69, 0.57, NaN, 0.56	0.7, 0.69, NA, NA, 0.71, 0.64, 0.68, 0.7, NA, 0.61, NA, NA, NA, 0.69, 0.57, NA, 0.6	0.8	0.69	347.22	0.02, 0.09, 0, 0, 0.07, 0.07, -0.03, 0.05, 0, 0.03, 0, 0, 0, 0, 0.2, 0, 0.11	0.04	0.32	0.97	0.25	0.87	NA	NA	0e+00	23.81	262
pam_maximum_6	pam	maximum	dip_test	6	17	0.12	1.58e-02	NA	NA	948, 131, 168, 93, 48, 49	0	1.11, 1.06, 0.99, 0.99, 1.06, 0.95	0.7, 0.72, 0.62, 0.69, 0.75, 0.67	0.7, 0.73, 0.63, 0.69, 0.76, 0.67	0.71	0.69	347.25	-0.04, -0.04, 0.06, -0.02, -0.01, -0.01	-0.01	0.21	0.89	1.15	0.97	NA	NA	0e+00	23.03	263
pam_maximum_14	pam	maximum	dip_test	14	25	0.02	9.06e-01	NA	NA	53, 117, 131, 51, 598, 35, 65, 146, 41, 73, 12, 68, 45, 2	0	0.94, 1.09, 0.99, 0.91, 1.03, 0.96, 1.03, 0.98, 1.03, 0.96, 0.87, 0.99, 0.93, 0.9	0.65, 0.74, 0.6, 0.62, 0.69, 0.63, 0.7, 0.66, 0.73, 0.67, 0.69, 0.68, 0.66, 0.9	0.67, 0.75, 0.6, 0.63, 0.7, 0.64, 0.7, 0.67, 0.73, 0.67, 0.69, 0.69, 0.66, 0.9	0.71	0.68	336.02	-0.02, -0.08, 0.02, -0.02, -0.08, 0.06, -0.05, -0.02, -0.02, -0.03, -0.05, -0.03, 0.01, -0.19	-0.04	0.2	0.69	2.05	0.96	NA	NA	0e+00	21.07	264
pam_maximum_12	pam	maximum	dip_test	12	25	0.02	9.06e-01	NA	NA	55, 122, 133, 51, 627, 65, 157, 41, 78, 4, 65, 39	0	0.94, 1.09, 0.99, 0.91, 1.06, 1.03, 1.01, 1.03, 0.96, 0.87, 0.99, 0.92	0.65, 0.74, 0.6, 0.62, 0.69, 0.7, 0.67, 0.73, 0.67, 0.73, 0.68, 0.65	0.66, 0.74, 0.6, 0.63, 0.7, 0.7, 0.68, 0.73, 0.68, 0.72, 0.69, 0.65	0.71	0.68	338.56	-0.02, -0.08, 0.02, -0.02, -0.07, -0.06, -0.03, -0.02, -0.04, -0.09, -0.03, 0.03	-0.04	0.2	0.84	1.93	0.96	NA	NA	0e+00	20.63	265
pam_maximum_11	pam	maximum	dip_test	11	20	0.03	5.81e-01	NA	NA	648, 122, 166, 51, 73, 148, 41, 78, 65, 11, 34	0	1.06, 1.09, 0.99, 0.91, 1.03, 0.98, 1.03, 0.96, 0.99, 0.85, 0.92	0.69, 0.74, 0.62, 0.62, 0.69, 0.66, 0.73, 0.67, 0.68, 0.72, 0.65	0.7, 0.74, 0.63, 0.63, 0.7, 0.67, 0.73, 0.68, 0.69, 0.73, 0.65	0.71	0.68	339.23	-0.06, -0.08, 0.01, 0, -0.05, 0, -0.02, -0.03, -0.03, 0, 0.03	-0.02	0.2	0.85	1.85	0.96	NA	NA	0e+00	20.61	266
pam_maximum_13	pam	maximum	dip_test	13	25	0.02	9.67e-01	NA	NA	55, 119, 133, 51, 603, 35, 68, 142, 41, 74, 68, 9, 39	0	0.94, 1.09, 0.99, 0.91, 1.03, 0.96, 1.03, 0.98, 1.03, 0.96, 0.99, 0.81, 0.92	0.65, 0.74, 0.6, 0.62, 0.7, 0.63, 0.7, 0.67, 0.73, 0.67, 0.68, 0.67, 0.65	0.66, 0.75, 0.6, 0.63, 0.7, 0.64, 0.7, 0.67, 0.73, 0.67, 0.69, 0.69, 0.65	0.71	0.68	336.22	-0.03, -0.09, 0.02, -0.02, -0.08, 0.06, -0.06, -0.03, -0.02, -0.04, -0.04, -0.02, 0.03	-0.02	0.2	0.84	2.03	0.96	NA	NA	0e+00	20.43	267
pam_maximum_9	pam	maximum	dip_test	9	18	0.04	4.68e-01	NA	NA	696, 91, 169, 202, 70, 41, 78, 66, 24	0	1.07, 1.06, 0.99, 1.03, 1.03, 1.03, 0.96, 0.99, 0.82	0.69, 0.74, 0.62, 0.69, 0.69, 0.73, 0.67, 0.68, 0.61	0.69, 0.74, 0.63, 0.69, 0.7, 0.73, 0.68, 0.68, 0.62	0.71	0.68	341.12	-0.05, -0.08, 0.04, -0.02, -0.05, -0.02, -0.04, -0.04, 0.08	-0.02	0.21	0.91	1.67	0.96	NA	NA	0e+00	20.24	268
pam_maximum_5	pam	maximum	dip_test	5	13	0.11	1.58e-02	NA	NA	970, 135, 181, 100, 51	0	1.11, 1.06, 0.99, 1, 1.06	0.7, 0.72, 0.62, 0.68, 0.76	0.7, 0.73, 0.63, 0.69, 0.76	0.71	0.69	348.3	-0.04, -0.03, 0.06, 0, -0.02	-0.01	0.21	0.9	1.05	0.97	NA	NA	0e+00	20.16	269
pam_maximum_10	pam	maximum	dip_test	10	18	0.02	8.13e-01	NA	NA	648, 144, 163, 53, 70, 153, 41, 73, 64, 28	0	1.06, 1.09, 0.99, 0.91, 1.03, 0.98, 1.03, 0.96, 0.99, 0.89	0.69, 0.74, 0.62, 0.62, 0.69, 0.67, 0.73, 0.67, 0.68, 0.63	0.7, 0.74, 0.63, 0.63, 0.7, 0.67, 0.73, 0.67, 0.69, 0.64	0.71	0.68	340.07	-0.06, -0.07, 0.01, 0, -0.05, -0.01, -0.02, -0.04, -0.03, 0.05	-0.02	0.2	0.86	1.81	0.97	NA	NA	0e+00	16.78	270
pam_maximum_7	pam	maximum	dip_test	7	14	0.05	4.68e-01	NA	NA	920, 120, 168, 90, 48, 85, 6	0	1.11, 1.06, 0.99, 0.99, 1.06, 0.97, 0.84	0.69, 0.72, 0.62, 0.68, 0.75, 0.67, 0.72	0.7, 0.73, 0.63, 0.69, 0.76, 0.68, 0.77	0.71	0.69	345.85	-0.04, -0.05, 0.05, -0.02, -0.03, -0.02, -0.05	-0.02	0.21	0.9	1.22	0.97	NA	NA	0e+00	16.13	271
pam_maximum_8	pam	maximum	dip_test	8	11	0.04	4.68e-01	NA	NA	893, 71, 168, 90, 65, 41, 79, 30	0	1.11, 1.06, 0.99, 0.99, 1.03, 1.03, 0.96, 0.87	0.69, 0.75, 0.62, 0.68, 0.69, 0.73, 0.67, 0.64	0.7, 0.75, 0.63, 0.69, 0.7, 0.73, 0.68, 0.64	0.71	0.69	343.14	-0.04, -0.06, 0.05, -0.04, -0.03, -0.01, -0.03, 0.04	-0.02	0.21	0.9	1.35	0.96	NA	NA	0e+00	14.56	272
